2	2.0	113	
3	2.7556109725685785	401	
4	3.154589371980676	2070	
5	3.8836495535714284	7168	
6	4.646787848605578	16064	
7	5.165768621236134	25240	
8	5.491651875695677	33241	
9	6.308831350594821	35725	
10	7.003772219925589	38704	
11	7.427935668649482	45390	
12	8.069995585422083	40774	
13	8.604911484787218	40558	
14	9.147458017023235	47817	
15	9.878669893717774	47515	
16	10.075174267620392	43898	
17	10.526247550128147	33165	
18	11.280999485736757	33057	
19	11.735019892489447	32927	
20	12.39890842516149	28949	
21	12.261996407492944	27279	
22	12.861397840989678	25382	
23	13.558417927600077	20884	
24	13.801185647425896	16025	
25	14.32975759264419	14356	
26	14.956733897202342	12296	
27	15.22295767287929	11482	
28	15.853295609347166	9543	
29	16.78309976992261	9562	
30	16.957435046987285	7236	
31	17.173410404624278	5017	
32	18.307240704500977	4088	
33	18.58522198075132	3221	
34	18.71036789297659	2990	
35	19.439384220654265	3118	
36	20.000829531314807	2411	
37	20.60322580645161	1860	
38	21.051735428945644	1527	
39	21.738351254480285	1116	
40	22.23681592039801	1005	
41	22.485970819304153	891	
42	23.236923076923077	650	
43	24.2972972972973	518	
44	24.269058295964125	446	
45	25.045454545454547	396	
46	25.56875	320	
47	26.466666666666665	255	
48	26.843478260869563	230	
49	27.48936170212766	188	
50	28.151724137931033	145	
51	28.43801652892562	121	
52	28.71698113207547	106	
53	29.804347826086957	92	
54	30.114285714285714	70	
55	31.0	67	
56	31.416666666666668	48	
57	31.62857142857143	35	
58	32.3448275862069	29	
59	32.92307692307692	26	
60	33.904761904761905	21	
61	32.42857142857143	7	
62	33.75	8	
63	34.666666666666664	6	
64	36.8	5	
65	36.333333333333336	6	